reviewText,summary,unixReviewTime,helpful,unhelpful
"I have mixed thoughts about this book.  First...it was so poorly edited, it took so much  enjoyment away from the read.  Second....was it written by two authors or by Marva Farris, alone?I liked the storyline but thought the author could have done more with it, fleshed out the characters more and paced the plot better.The ending was too pat and just came upon you with nothing leading to a conclusion.  Still I liked the story and the writing style of the author.  I purchased the book after reading the sample.  I would try this author again.  Would encourage the author to do better with editing.  The Kindle edition was pretty bad.",Stop The Lies...,1377993600,0,0
"This book was very simplistic, more like a Mills and Boons.  The storyline was unimaginative and very predictable.. I did not know how to rate this book.  I read the whole book just to see if there were any hidden plots or aspects to tease me even a little, it proved to be a quick read.",Honest reflections,1392681600,0,0
"A good light read.  Lots of implausible actions and events, but a very enjoyable story.  What I would consider to be an excellent summer vacation adventure book.",Test Pilot's daughter: Revenge,1330819200,1,1
"He came home after a 10 year absence, sleeps with his ex and asks her to marry him in the same day. End of story! No plot...no storyline....nothing! Boring!",Snooze,1382313600,1,1
"The writer is obviously talented and has an abundance of ideas to share with readers. I think that whilst creating a piece of supernatural fantasy and wanting to keep it dark and mysterious the writer has perhaps forgotten that the reader cannot see what is in her head. So for me the story left questions unanswered, it also assumes that I know what all of the details without giving them to me. That might seem like an unclear statement based on the other reviews, but for me it was a little like story Soduko, guess the next number or story element. Don't get me wrong I think this storyline could work, the writing is good and flows well. It just needs some more info here and there.",Monster hunting Shaman,1327104000,0,0
"there were too many problems with it to give it a higher rating. and the entire series of 12 ends up costing 27.90. really? this isnt stephen king or john saul we are talking about. so for me, i'm done. lots of grammatical and spelling errors. i really hate when authors take one book and split it into multiple parts to make money. a book needs to have an ending or it isnt a book-its a chapter. if the book is good, i'll buy anything they write, but 27.90 for a first time author with the first installment not checked by an editor or anyone else? that's ridiculous and amazon should be ashamed of themselves. read all the reviews for all 12 books before you decide the merits on your own",altho the book was a decent read,1392940800,3,3
The best I could say is its ok. It is one of those that have multiple books that follow and thats not for me.,Zombie chronicles,1375488000,0,0
"Hemlock and the Wizard Tower is well written and entertaining.I may have an earlier version, as there are quite a few grammar and punctuation errors which detract from the story, as well an an irritating overuse of the word 'that' (sometimes as many as 2 in a sentence and 3-5 in a paragraph). Should the author do an edit to fix these issues, the tale would flow much better instead of bogging down constantly. There is a bit too much telling rather than showing, but on the whole a good effort. I found myself having trouble liking the characters, but then again I have never been partial to female leads - that's just me.I will keep an eye out for future installments, hoping the author works on his craft.",Good story in need of some polishing.,1321488000,3,3
"I could not get into this story. The femal lead just got on my nerves. And in my opinion menage relationships are just a hard sell. Three people - usually two men and one woman are that into each other. I only see it really working if the men are bisexual or brothers. Seems to me ego and testerone would be a big issue. So, if an author doesn't sell me on an emotional connection between the men I can't imagine it working. I didn't get an emotional connection from this trio.",Lacked an emotional connection,1335657600,1,1
"This was a great book for a supe short story. The way things start out with a great plot and setting with characters that are just out there in a way that you have no chocie but to continue reading.Everyone had a place in this story. I like the way he dealt with the theft. I must say that it was very unusual how the twist of events came about, but not to tell the story all I can say is it is a must read and you will be suprised.",thief,1341446400,0,0
"I picked this up as a Kindle freebie.  At first glance, I was a little put off by the poor cover art, but in over all I liked the book.  It was entertaining enough, yet I found myself a little disappointed with the level of action in the book. Overall, there was no where near enough action.  On the other hand, I did like the interaction between Txema and her roommate Tyreen. That was cute, Tyreen was kind of mothering her or acting as the responsible one during all the chaos on campus.I also liked a few of the ""good"" vampire characters. Txema's cousin Chanson seemed to be the only one truly who had her best interest at heart. Several of the male vamps have ridiculous crushes on her.  Kind of odd that so many old men would fall for this 18 year...who happens to be pretty immature in the scheme of things. There is also a very old immortal human, an alchemist, whom also clearly isn't quite right but is trying with all his prowess to hook up with Txema.The protagonist Txema finds herself in them middle of a vampire war and at the end of the book, the ""bad"" vampires storm the castle where she is being hidden.  I was expecting to get a awesome fight scene.  No...what we got was Txema blacking out just as the vampires storm in and then she awakes somewhere else. What a cop out.  That was truely disappointing.  The scenes that took place during most of the book led me to believe that would continue until the end, but it didn't. Honestly, if sort of felt like the author ran out of steam in the last quarter of the book.Unfortunately, this book isn't very memorable.  It was a decent read, but I probably wouldn't read the next book if I had to pay for it. Since in fact, I did pick up the 2nd installment as a freebie, I'm going to continue on and read it.  I hope that the story becomes more intense in the next book.","Decent read, but don't expect too much.",1327190400,1,1
"This sequel toReining In (The Network)picks up about six months after Khalida's traumatic turn of events at the end of book one. Forced into hiding, in fear that Vyktor's men will avenge his death on her and the Network, she disbands it and hides out. When Mack finds her she is forced back into danger in order to protect Vyktor's widow Kori, bringing to light an aspect of Vyktor that Khalida had never considered or been aware of. Someone is trying to kill Vyktors's beloved wife and it has been forecast that Khalida is the only one who can save her. Dawn Judd takes us on a thrilling ride as Khalida tries to determine who the murderous ""phantom"" is, who appears to be not only after Kori, but also Khalida. Why is this phantom so set to destroy them both and will she be able to stop it?I thoroughly enjoyed this sequel, which fleshed out the interpersonal relationships in Khalida's life, and we begin to understand her complicated family interactions. We are treated to a new romance and new beginnings. This was a quick, easy, entertaining read and I am now eagerly waiting for book three!",New Beginnings,1290643200,5,5
"I was surprised that I didn't like Oscar Wilde's ""An Ideal Husband"" more.  I had seen the movie (An Ideal Husband [HD]) some years back and really liked it.  This original book version, though, bothered me a bit.  As is usual for the Wilde I've read, the writing is very good.  But, there seems to be a bit too much of politics in it along with having a tad too much meanness in it.  It's odd, since the movie is pretty close to the book.  My guess is that the producers added some mitigating aspects to Mrs. Cheveley (the antagonist) and the actors lightened things up.  As such, I'm rating the book at an OK 3 stars out of 5.  That loss of a star is because of a personal preference, though, not because of anything technically wrong with the book.  Since the book is free and fairly short, go ahead and give it a read.",A Bit Too Political for Me,1385251200,0,0
"Exciting book that takes you through ancient times of God's and Mystical creatures. Raven discovers the true nature of her birth along with her twin brother. And her powers begin to make themselves known when she is attacked the first time. The journey she and her brother embark on only brings out more of what she truly is. A Princess of the Dark, but she has many battles ahead of her. She then finds Drake , he is to capture her, but he soon realizes he can't fulfill what he was hired to do. Which leads to events that neither expected or could avoid. Now she has to find a way to find him Drake of Tanith will shed some light on what will happen now.",The Chosen Soul,1363305600,0,0
"I found this book to be a bit boring.  The premise sounded good, but I just couldn't get into the story.  First, she is very young and down and out.  He, of course, is at least ten years older and rich (yawn).  That scenario has been done and over done a thousand times. He lifts her up out of noble poverty. The story is well written and the characters are likeable but I just didn't feel the chemistry.",So-So,1357516800,0,0
"I enjoyed this book (it wasn't great), I didn't pay for it (which helped) and it was a quick read.  The plot was different then most romance novels I've read.  However, I feel that the author has a lot a growing to do.  There were tons of errors, as in using the wrong word, spelling, and at points names were accidentally changed. Better editing was definitely called for here.  I also felt the last part of the story was a little shaky and the author should have spent more time rewriting and editing it.  I actually would like to read this author again especially to see if she's grown at her craft. For something light to read its okay.",Enjoyable,1336953600,3,3
"What can I say that hasn't already been said. Lauren Dane is one of the best writers. I love her books, they are always worth buying. I can never get enough.",I love Ms. Dane,1399939200,0,0
"I read this ""story"" in about ten minutes. It's about a half of a chapter long, and just when you think it may start getting good, it's over. I may check out the novel he has coming out, which apparently Tiffany is in; the writing (what there was of it) was pretty good. It was just way too short to even 'get to know' the characters.",Short Story Doesn't Even Begin to Describe It,1314835200,16,16
"I got this for free for my Kindle. I read through it yesterday. It was a quick read, full of action, angst, lore and lust.The author has created a new vampire-esque mythos. The voice is young and fresh, but the story is not. Part Buffy, part Twilight, part Charmed. As a YA, it is more sexually explicit than I would recommend for my students or daughters, but it is too YA to bridge between YA and general market romance. My impression is that the author was not satisfied with the sexual content in Twilight, but liked the love triangle dynamic and decided to write it her way.The title might make sense for those familiar with the whole series plot line, but I found it misleading - though I may have skimmed the part where that was explained. I will not be reading the rest of the series.Generally I am not moved to leave a review if my impression was dominantly negative, but I downloaded this based on it's high reviews and thought I owed it to other readers to be honest.","Cliche, but a fun, fast read",1316908800,8,8
"I really loved the basic story here, but it felt like the author had never even read a sci fi book before. You should not have made them humans. I liked the idea of amphibious beings, but your just confusing things. Especially when you have your characters doing things underwater that would be impossible in any universe. Seriously, how can you drink tea, and spread jam on bread underwater? Also, your technology for these people was seriously just weird. You have a race who doesn't even know what space is, or what it consists of, sending a manned ship out into it. How could they be that backward on the one hand and advanced on the other? It doesn't make any sense at all. It's like you forgot what you were writing about at times. You contradicted yourself throughout the book. Another thing about that that bothered me was the sudden presence of gravity on board the remora when they lost their water. You do realize they should have been weightless. Did you even research anything about space?I'd also like to point out that according to their speeds, they never came close to leaving their solar system. That is one of the most crowded solar systems I've ever heard about, what with all of the aliens and what not flying around.Your story line was flimsy, totally unbelievable, and had too many fortuitous events. Your characters were completely unbelievable as humans. You should have made them a different species. Humans are not that squeamish. You might want to study some literature on human nature if you do another book for grownups. All in all, it kept my interest just barely. Made me mad enough at the end that I'll never read this author again. Very lazy. It's like you decided to wake up one morning and write about something you've only ever heard described to you, badly. Do some research next time! Try a bit of a back-story on the race as a whole! Use your imagination, because your readers will, and this just won't do...",maybe go back to game design and children's books...,1389657600,0,0
This wasn' the best reader digest that I have read so far there are some that I do like and some I don't.,not a fan,1357430400,0,0
Slow and not very  interesting.  The main character is not appealing.  Would not buy,Slow and not very interesting. The main character is ...,1404345600,0,0
"Missing the witch books of Ms Geary? This one will get you through. It is not quite up to the others, but certainly worth a read.",To love a witch,1373932800,0,0
I do not like reading this book because it is full of blood and violence throughout the book. I did a lot of skimming over the violent parts of this book. I do not recommend this book for children and young adults.,Giants (Lost Civilizations,1361145600,1,1
"This is not your typical djinn story. It is amusing but not ha, ha, amusing. Just read it, you'll see!",Very Cool Djinn,1394409600,0,0
"Wild, Tethered, Bound is another quick steamy Nocturne Bite from Draven and like her other stories she uses war as a catalyst to bring a mythological entity to life. This time it is the hero Nick whose experience in Afghanistan fractures him, while an encounter with a dryad just before his traumatic split, leaves him as her only hope for a future.Wild, Tethered, Bound is the third story (along withMidnight MedusaandPoisoned Kisses (Harlequin Nocturne)) that I've read by Draven and one thing that Draven does well is to take highly original premise and kick the story off with a captivating opening. I couldn't wait to find out the story behind Nick, Vic and Rick. As to the execution, with such an interesting idea I really wish that this could have been a full length book, because with setting the stage, taking a step back to explain Nick's condition and his connection to the heroine, and the finale, there wasn't much space to really build a romance between the pair only to bring them together long enough to change both of their lives. (FYI - their 'connection' brings a whole new meaning to 'me, myself and I' in a menage a quatre love scene with the heroine.)","Highly original premise gives a whole new meaning to 'me, myself, and I'",1309564800,0,0
"This is the best zombie series I have read in a long time. I have read every book and all of them are awesome. I will sit down to read for a few minutes and find that hours have gone by. I cannot put them down. You will love all the characters, especially Max and Stewart :)",Great book.,1382918400,0,0
Utilizing your imagination to the nth degree. This is so much easier read to my grandkids. it's good to read all the different stories and go beyond the movie.,use your mind,1360022400,0,0
B.J.Daniels is my favorite author. She peaks your interest from page one to the last page and leaving with wanting more.,Another great book to read. I love her books,1371168000,0,0
"I like this book because the topic interesting.  The questions posed by author are ones that I have had myself.  While I this isn't a true crime story it does give you something to think about.  Travis is very good at his job of getting people an acquittal.  Some people felt the vigilante was ""cleaning up"" behind Travis.  How much effort would the police put into finding someone that was taking care of what the legal system didn't? It is definitely worth reading.",What kind of people defend the evil doers?,1308960000,1,1
I really liked this short story. It was steamy and the characters were very developed for the length of the prose. I didn't feel like the story was cut short just because it was a quickie.,Masks,1361232000,1,1
"...Seriously would have been so wonderful if the writing was better. It had the perfect elements to form a major favorite with me: suspense, a bit of action, fast-paced romance, intense attraction, sweet and domineering alpha male and strong female characters. Goodness, I shutter thinking about what an experienced or one my favorite authors, who knew how to really spin the written word, could have done with this story. Too bad.",Such Potential...,1323907200,1,1
This item works well when I do not want to carry my Bible.  Very easy to use when on the move.,Bible Ereader,1355270400,0,0
"i think that this was an okay short story, it really just left you hanging. would have been better if it was a full book",cat calls,1302134400,3,3
I only got to about page Three whwn I realised what it was about. Not good at all as far as I am concerned.,I certainly did'nt like this one,1366761600,0,0
you have you read the series. travers brother series. it is 1 of the best around. i don't know which one i like the best,hannahis man,1362441600,0,0
"Once again if it doesn't grab me right off, I don't waste my time reading it and that's what this was for me.  I have a short attention span if it doesn't interest me and this one didn't.  Plain and simple.",Just wierd....,1387497600,0,0
"At last a book about the malady that affects onlymen and contains all natural solutions. No longerdo men affected by this insidious dysfunction of theirbodies have to rely on those prescription pills thatnot only come with severe side effects but just mightkill us. The author  tells us which foods to eatthat might help with this dysfunction.I control my Diabetes with diet, and it's nice toknow that even this malady can be treated with diet.All men, no matter what their age, should get andread this book.Charles Swope","THE PEAK ERECTILE STRENGTH DIET  Myer, Lee (2009). Peak Erectile Strength Diet (Kindle Location 15). Unknown. Kindle Edition.",1305244800,6,6
"I like it but I thought its ok.. The storys good, the characters interesting,  and theres hardly any serious magic. I only bought it because it was cheap and Im not going to buy the next one though.Id recommend it to you if you like more romance,  then buy it",butterflies,1374105600,0,0
This book is a good storyline and it is a good read but it was also a bit tedious. I am not sure if I will read the next book or not.,Review,1383868800,0,0
"It is a great pleasure to be reading The New Yorker on a weekly basis, having it always on demand and not having to fumble around with a paper magazine is great. I have been an occasional The New Yorker reader since 1989 but only in hardcopy and never a subscriber, living the past 3 years in Switzerland I told my wife, once we lived in the US again I would get a subscription.It is strange to read reviews damming kindle for charging Usd 6 (in round numbers) monthly for the magazine, since they can have it in hardcopy for less.Well I am sorry the quality writing for 6 bucks a month and delivered seamlessly through the air, what is there not to like? I would have no issue paying Usd 7 weekly for the magazine that would be one dollar a day.Kindle rocks, and we should all be willing to pay for quality. That will ensure that the quality is not diluted, and that we can continue to get quality.",The New Yorker on Kindle... yes absolutely,1349395200,4,4
It was an alright story I guess nothing really special ok for a quick free read if you haven't got anything better to read which I didn't at the time.,Ok,1370304000,0,0
"This is a great story.  My only reason for not rating it higher is that it felt as though it did not have an ending.  In a way, that frustration showed that the story was a good one.  But, I needed an ending.",The Knife's Edge,1351123200,1,1
"This was a messy book with distracting storylines, an unnessesary plot twist and too many  characters. Most importantly, the ""hero"" was truly immoral-nothing charming about him. I was tempted to stop reading but I did complete it. I wish I had followed my instincts.",Nasty hero,1347321600,2,2
I have read them all and these paranormal romance ebooks rock!! I am an avid fan of Heather and her stories!!! Read Redeemer and all her ebooks you will LOVE them too!!!,"Love, Love , Love Heather Killough-Walden books!",1391558400,0,0
"...I'm a huge fan of Grace Livingston Hill, I used to read her books as kid..However,I wasn't a huge fan of this book.. I was expecting a little more romance, which unfortunately didn't turn up until the very end of the book...I also wish that she expanded more upon the family of the main character throughout the plot ..but overall, it was written very well, and I like how she interwove the christian message throughout the plot.",This is not a romance....,1381017600,0,0
"Nice short story to read before bed or when you have a 30 min break, Nice story,nice characters, Good job",cool,1379721600,1,1
"Very entertaining. I love the characters and situations. One of the drawbacks is,Jay and Xavier are not on top of their game. Their n-tel is off . No way  can these things happen the way they did unless information was not on point. Yet, I read every page to see how it played out. Definitely recommended.",Deja 2,1374537600,0,0
"Suzi M. has a real flair for painting a good scene and making it seem like you are standing just out of the picture watching. Enoch's Devil wastes no time building tension and pulling you into the story. Short stories can really be hit or miss. They have to hook you, keep you, and satisfy you. Suzi does just that here as she mixes in some Lilith AND some Cthulhu. How can you not be just a bit curious now?A very clean read, Enoch's Devil may be just what you need for an afternoon lunch break.","Mythology shaken, not stirred,",1351987200,3,3
im really not into this type of book .....so i cant give it a good review....other people might like it though,hot moon rising,1376265600,0,0
"I got this back in December when it was on the Kindle freebie list, and finally got around to reading it.For a free book, it wasn't too bad. The plot kept me reading, and the eventual villain was a surprise (this is two books in a row I've been surprised, it's possible I just haven't been reading enough cozies lately).However, I came close to tossing the book several times when the heroine drove me kind of crazy. She meant well I guess, but she had a terminal case of Jessica Fletcher-itis - and never got results. Her ""I'm going to sneak out and make everyone worried about me"" tantrums really frustrated me, and detracted from my enjoyment of the book.Also how fast she and the Hero got together irritated me, but that's a staple of the genre, so it's to be expected.Overall, a solid three star book, especially for something that was free.",Good but not great,1338336000,2,2
"This book is good, although it has a lot of sexual language in it. But you have to read the books in order or you don't get the full story.",good book,1395273600,0,0
"What I didn't understand when I ordered these (and you may be confused about as well) are what we are seeing in the picture in this listing. What you get with this set is a normal in ear headset and an oval rubber carrying case (which is what is shown on the pic). Basically it has slots for the two earbuds to go in and then you wrap the cord inside the case like a yo-yo. It's tidy, but if you use your headset often (as I do) then you'll find yourself constantly unwrapping them. They don't get tangled, which is good, but non-tangle flat cords like the ones that came with some HTC phones is suprior.As far as sound, these are good but not great. Beats audio headphones are far superior and even the headset that came with my Samsung Galaxy Nexus phone is better sounding. Adequate but not great.So what you get in this set that supposedly justfies the higher price is the way these average quality headphones wrap up in their carrying case. If that's your thing (or you really want pink) then go for these. They work. But if you are looking for superior sound look elsewhere.",Nothing Special,1361318400,0,0
This book is horrible. There is no real plot it is just some ranting. I was going to keep reading to see if it got any better but the grammer is also horrible that most of the time I couldn't understand what she was even ranting about I just knew that she was angry. I was shocked that anyone else would have like this book. I recommend you do not read this.,Do Not Buy,1389139200,0,0
Destination wedding are all the rage.  Never heard of wedding s like this but these are great friends. I was surprised she ran so far so fast.,All bets are off,1363651200,0,0
"The book seemed to be well researched, and it was written in an interesting way.  It's been a while since I read it,so I don't remember all the details, but I liked it very much.",Good book.  Enjoyed reading it.,1354924800,0,0
"The light reading, extremely good during vacations make this a good book. Not a book you need to think too much while reading it.",Light,1367452800,0,0
I didn't realize it was only short story when I downloaded it. May go back to look for additional books by this author,OK,1357344000,0,0
"I have it on Kindle, I really didn't see any reviews so I just bought it because hey it was 99 cents. At first I was like okay the girl is just a cheater but in the end I was so disgusted. I kind of guessed what was going on when she found his boxers under the couch but I just pushed that thought to the side. In the end I was right. The title fits for the characters.",Absolutely Nasty,1312243200,0,0
Maybe this book was meant for kids but I found it too short and the plot went way too fast. Not a lot of depth and too dramatic. Also there were a lot of typos; like things that could have been fixed if someone had bothered proofreading it.,Meh,1360195200,2,2
it felt that too much was tried to be accomplished in too little space. perhaps if it Had been a longer story...,too short,1357776000,0,0
"I thought it would be sweet to share these with my son but all in all, they left me with a negative impression.  Some of the prayers have a looming undertone.",I prefer free form prayer,1354060800,0,0
At first I wasn't into the story but it got really good. I enjoyed this book alot  I laughed and cried.,Tear jerker,1361923200,0,0
"A so-so book.  Not great in any way, and kind of cheesy, but readable.  Worth reading as a free book, but I'm definitely not going to pay much (if at all) to read a sequel.",Kind of interesting,1369958400,2,2
"This review contains spoilers.Let me say first:Don't let the three star rating fool you, too many people give a full five stars for any book that they can manage to finish without spitting on it.This book isn't going to become one of the greats and there are a few points about it which I thought were poorly handled but it did manage to keep me hooked to the end. Although that was mostly because I was just curious to find out more about Tarke.I had two main issues with this book. One, and the bigger of the two, was the lack of plot. Basically all that happens is Rayne gets kidnapped twice by the Atlantean council so they can use her to get at Tarke by getting his identity from her or while he rushes to save her. She also spends a lot of time learning about Tarke's touchy-feely issues and how ex-slaves are supposed to interact while they visit some of her husband's worlds. (There is a sort of side-story of Tarke's men freeing the remaining crystal ships of their envoys but all the parts of it that would be interesting take place off-screen.)The second issue is that Rayne seems to have some kind of 'Kidnap me' disorder which is prevalent throughout the series. The entire series is basically of her being repeatedly forced to follow others wherever they want to take her, whether by kidnapping her or simply saying ""follow me if you want to fulfill your destiny"".Overall the book wasn't bad. If you've read and managed to stay interested through the other two books you'll probably be satisfied with this one but don't expect anything amazing.",If you've read the previous two books you'll never guess.... oh wait.... you will.,1348099200,0,0
"This book left me wanting more.  The story is good, plot isn't bad but you want more than what you get from it.  I hate writing reviews but if you are able to barrow this book, I would recommend it.",Wanting More,1384646400,0,0
"This book was all over the place in terms of plot and characters.  This guy utters ""I love you"" out of nowhere! No intensity. No interesting characters. Weak! If you have not read a book in a long time, then perhaps this might keep your attention. Me? I want my 99 cents back.",Shallow and Limited,1320278400,3,3
Veiled Eyes (Lake People)I am not going to go into a lot of detail about this book.  The story was weird.  The people were weird. Seemed like some strange incestuous community. Too much didn't make sense.  Too many holes. And I always hate women that are in mortal danger and go off on their own to track down the killer. Then the rescue just went on and on and would not end.,Have to stop downloading these free books,1353024000,10,10
"This was the most dull book I have ever read. For starters, it went too fast and lacked substance. There was hardly a plot.The main Character Amana wanted to have a child and her CEO boss Neal was highly attracted to her. Upon taking her out to dinner, he asks her what does she wants the most in life. She replied to have a child. He proposes they sleep together to make it happen as long as he is in the child's life. They have a one night stand and she ends up conceiving. Blah, blah , blah....How more boring can you get? Seriously, it was a waste of time even publishing. It was just a drag. Amana stood for everything I am against when it comes to relationships. She was too easy to convince and had no backbone. Just plain dumb.When I read IR books, I want substance. Something that I can related to. This book seemed liked it was written in a matter of a day. Just horrible.I will not be reading anything else from the author.",Waste of time,1322179200,2,2
"I understand that during the time these stories were written they were quite popular. For my taste, I thought the blind detective got around too easily. Just was not believable. The plots were of the sort that Max Carrados could figure things out with the little grey cells too easily. I think I read three stories before sending it to my cloud.  --Dr. William H. Stephens, retired editor","Plots are too manipulated, main character is not believable",1360022400,1,1
"Here's what I learned from reading this book on starving Somalis.""It's all George Bush's fault."" Stop laughing. Really.Yeah, I know, Bush sent more money to Africa to fight disease than any president, but it's still his fault.If that's not enough, then I learned Jerry Falwell is a right wing extremist.I'm so sick of this left wing bull crap, I'm calling it out from now on.If you want to write a novel, stick to your fictitious story.Maybe your college students are buying all that crap, but I'm not.Good thing it was free, otherwise, I'd be asking Amazon for my money back.By the way, the story is weak.Don't bother.",Only for libs,1335312000,10,10
"I have to admit, this short story was pretty funny. Past lives... romance... good combination. You know after they croak that they're somehow going to meet each other in a future life again, ad infinitum. Maybe next time they'll meet on a spaceship in the year 5000.",Reincarnation Erotica!,1344988800,0,0
"Only regrets I have far that I did not have access to all of these books as a child, and that the original illustrations weren't included.  I feel sorry for those who only saw the movie and never read the original Oz books!  This collection alone makes the cost of of my kindle worth the expense.",Great compilation,1360281600,0,0
This was a cute book. I liked that it was an old era love story. I think that the author did a great job.,Not bad ...,1357430400,1,1
If you like supernatural tales then you will like this. There are some nice turns and things you doing expect.,Nice turn of events,1351382400,0,0
"If you're looking for a good and quick read during your lunch or smoke break at work, you probably want to give this one a pass: I wish I did.  I kept wondering where this story was heading and when the ending came I was fairly disappointed I mentally asked ""this is it?""  I wish I wouldn't have wasted the 5-10 minutes it took to read it.The ironic thing is the story description says ""the girls witness the true meaning of life.""  I might be able to extrapolate (with a stretch) on what life lesson he was trying to impart, but I certainly don't see anything thrown out to you directly.I fortunately got this during a free Kindle promotion and now it is 99 cents in the Kindle store as I type this review - save your money!",Give This One a Pass,1328054400,2,2
"I like to give most books a chance, but I stopped reading this one.  I found it really boring, but maybe it was just the mood I was in.  I will try to read it later -- maybe.",Found it boring,1366675200,0,0
"Emma is so much fun and has such an amazing personality, she grabs you from the beginning and holds on tight right through the end.  Fabulous series!!",The Wallflower,1363132800,0,0
"This book is OK, but extremely slow in content.  Too much misery for my taste.  It does pick up tremendously toward the end and leaves one with an interest in the second book, which I have not yet read.  I would assume that this first book is meant to be a ""back story"" for the future books.  Having read about the main character in a different book by J. R. Rain, I expected more action.  Try it anyway.",Lonesome Detective,1333497600,1,1
Slow start. very stupid story. the girl was very stupid faling in love then gettting married so quickly with out even knowing the boy.,Could barley finish,1366070400,1,1
"This novella is the story of D.L. Stewart, a man obsessed with money, and Lilli, and angel who is such a disaster that she is sent from Heaven to live on earth.The two meet and Lilli teaches D.L. (Daniel) about the joy of giving.  He becomes her test in order to return to Heaven.  She teaches Daniel about the joy of giving and caring for others.The story is very sweet and enjoyable, but one read for me is enough.",A sweet Christmas story.,1383436800,0,0
first part of powertools and the second one follows right behind it. this book is very hot and steamy and i love all the workers in it.,awesome,1358726400,1,1
"This was my first with this author. I thoroughly enjoyed it.I have to say the concept of dragon, elves and djinn being at war is new to me. Theres usually a truce in place. That elves and djinn team up to eliminate dragon mates, in an attempt to wipe out the dragon race was refreshing to read. Story wise I mean.Scarlet is a pop star. She has been in hiding for 7 years.Janos is a dragon. He is also an elder.Scarlet is his mate. Janos must protect her till he can impregnate her. Once that is accomplished he can change her thus giving her a way to protect herself.The story was too short. Only 90 pages. Still a lot was told in such a short space. Looking forward to continuing the saga in the next book.",It wasn't that bad...,1399161600,0,0
"When I was 13 and haunting the public library one summer, I discovered Zane Grey western novels. The very first one I read was East of the Pecos, and it thrilled me. It had action and adventure, horses which I loved, and told of an Old West where men were men and women were glad of it. The novels had a strong romance subplot -- at least strong according to my newly-minted teen-hood.That one book had me scouring the section where his books were shelved. I can't remember how many I read. Each thrilled me as much as that first one.When I bought my Kindle a couple of years ago, I spent days scrolling through the lists of free books and low-priced ebooks. Imagine my delight when I came across this little gem -- a collection of 26 of Zane Grey's most popular novels and with a Linked Table of Contents. I grabbed it, and started reading.I have to admit that I was totally surprised that the stories still captivated me. I'd thought I might find them as stale as an episode of Gunsmoke on TV Land. Not at all. The stories are still compelling plus I love the American West history in each.After I'd read the first book in this collection, I visited the Texas Ranger Museum in Waco, Texas. Walking through the museum, I realized how accurate were Grey's portrayals of the men who brought law to Texas and to the history of nineteenth century America.This collection is wonderful, and it's worth far more than the modest price. The books are delightful in every way and make one understand why the western was so popular in television and movies for so long.",Classic Westerns Hold Up,1354924800,1,1
"A bit of a cinderella idea, if it had been longer and we had gotten to know the charecters a bit better, the plots developed a few twists and turns making the story 'diffrent' it may have worked better. hopefully the writer may do that 'next time'.",classic plot,1320883200,2,2
"I loved these books when they came out in paperback, and I'm excited that they are coming out on Kindle.The Dream is a place in the collective subconsciousness of The Empire, an uncountable number of souls strewn across a universe. It is how interplantary governments and corporations communicate.The Silent are a small percentage of beings who can interact with the Dream. They are the messengers in this vast network, the ones who send and receive the information from planet to planet. Some regard them as a commodity, others as gods.Kendi Weaver is one of The Silent. He has been a commodity, and now he wants to rescue other Silent from the same life. The only way to find them is through the Dream, but something is destroying the Dream.Sejal is Silent. He is neither Commodity nor God, but a free citizen, and he wants to stay that way. Fortunately, Nature provided a way for him to keep his talent hidden. Unfortunately, he may be part of the key to what is destroying the Dream.",Enter the Dream,1326240000,1,1
"This is one of the most dissapointing purchases ever. The formatting errors were so bad it was hardly readable!!!!! But what was there seemed really good! :( At the end of each paragraph, the next paragraph seemed like it was missing several words or sentences, EVERY TIME, but when thre was a long paragraph i enjoyed the writing! oh sad day, If anyone figures out how to fix this PLZ do so.",DISSAPPOINTING FORMAT.,1340150400,1,1
"Ergh! What a bad way to start of 2013 with a review that is 1 star! Boooo!! I really didn't like this story at all - which is a shame. I was looking for a fast paced, exciting and lovable story but I got a naive, immature and unrealistic read. Shame too, because it sounded so promising but I just didn't buy the story nor did I like the characters. Sorry!",Not for me!,1357084800,0,0
"This not a book; so lets call it a not-book.""  It starts by claiming that it is against the Constitution to hide information about UFOs.The cover is not only at the beginning but in 2 other places.This is the first not-book I have gotten from Amazon.  The 3 covers AND several reader comments (can we spell advertisements) made the experience of this non-book just about worthless.I can understand when an author states that this is the beginning (James Patterson comes to mind)of a book to encourage a reader to buy the rest of the book; unfortunately Mr. Wilkenson did not say that.I would not recommend this non-book to anyone because the lack of material and using reader comments as advertising.  Don't waste your time.",UFO review,1374883200,1,1
you don't have to be an ex-con or a christian to relate to this book.He really opens up with his life experience and gives you an insight as to whysomeone would end up actually preferring prison life.  You also begin to understandwhy people also become devoted christians.  Very heartfelt and touching,Very Interesting - inspiring,1359849600,1,1
